id,imdb_id,title,original_title,overview,tagline,status,runtime,release_date,budget,revenue,popularity,vote_average,vote_count,genres,production_companies,production_countries,spoken_languages,homepage,adult,original_language,belongs_to_collection,poster_path,backdrop_path
43864,tt0029604,Stage Door,Stage Door,"The ups and downs in the lives and careers of a group of ambitious young actresses and show girls from disparate backgrounds brought together in a theatrical hostel. Centres particularly on the conflict and growing friendship between Terry Randall, a rich girl confident in her talent and ability to make it to the top on the stage, and Jean Maitland, a world weary and cynical trouper who has taken the hard knocks of the ruthless and over-populated world of the Broadway apprentice.",Great stars! Great story! Great picture!,Released,92,10/08/1937,952000,1762000,2.2891,6.996,119,"Comedy, Drama",RKO Radio Pictures,United States of America,English,,FALSE,en,,/p4zqAKoJAtmkK71IyeWHc6spEKB.jpg,/9a6ClKkbXhGHsg8wlHuBgRNsCW4.jpg
43867,tt0029442,The Prisoner of Zenda,The Prisoner of Zenda,"A kingdom's ascending heir, marked for assassination, switches identities with a lookalike, who takes his place at the coronation. When the real king is kidnapped, his followers try to find him, while the stand-in falls in love with the king's intended bride, the beautiful Princess Flavia.",The most thrilling swordfight ever filmed...,Released,101,09/03/1937,1250000,5000000,2.1254,7.5,53,"Romance, Adventure, Drama",Selznick International Pictures,United States of America,"English, French",,FALSE,en,,/tvMF7iljOgOXLvkVsWGr5GrPE4j.jpg,/fJx48EawmDGsyQcGffhvOHJjID3.jpg
43875,tt0027948,Mary of Scotland,Mary of Scotland,The recently widowed Mary Stuart returns to Scotland to reclaim her throne but is opposed by her half-brother and her own Scottish lords.,"History called her ""The Temptress""!",Released,123,7/28/1936,864000,1276000,1.9618,6.3,36,"Drama, History, Romance",RKO Radio Pictures,United States of America,English,,FALSE,en,,/AKInVpVxnGQLSrmnOUoqTlCtdm.jpg,/d2TRgU9AMB7PHQ36Y2tZo0y9g9k.jpg
43880,tt0028207,Rose Marie,Rose Marie,An incognito opera singer falls for a policeman who has been assigned to track down her fugitive brother.,Jeanette MacDonald and Nelson Eddy in the most famous film of their careers!,Released,113,1/31/1936,875000,3515000,1.5125,6.2,13,"Romance, Adventure, Music",Metro-Goldwyn-Mayer,United States of America,English,,FALSE,en,,/19NOQwOrzNMFgiMCRG7ZuuYvkI7.jpg,/x4RZNLdwubuH6xPKdSTDAuDCSuw.jpg
43881,tt0028216,San Francisco,San Francisco,A beautiful singer and a battling priest try to reform a Barbary Coast saloon owner in the days before the great earthquake and subsequent fires in 1906.,She Fell In Love . . . with the toughest guy on the toughest street in the world!,Released,115,6/26/1936,1300000,5273000,2.3425,6.6,73,"Drama, Romance, Music",Metro-Goldwyn-Mayer,United States of America,English,,FALSE,en,,/zQF1UDB0ck4dRfKAn4XixGrCkjx.jpg,/paFUPuG8ImGQwCtR8vgwTW9iZWB.jpg
43884,tt0027438,The Charge of the Light Brigade,The Charge of the Light Brigade,"In 1853, as the British and Russian empires compete to gain and maintain their place in the dreadful Great Game of political intrigues and alliances whose greatest prize is the domination of India and the border territories, Major Geoffrey Vickers must endure several betrayals and misfortunes before he can achieve his revenge at the Balaclava Heights, on October 25, 1854, the most glorious day of the Crimean War.","Theirs not to reason why, theirs but to do and die",Released,111,10/20/1936,1200000,2736000,1.9572,6.5,74,"Drama, Adventure, War",Warner Bros. Pictures,United States of America,English,,FALSE,en,,/v7PFjyhEAWKGQ8g6cTGw4GzYKsa.jpg,/dsrHhe5Ljve2WKwDUHJPIfyG3f1.jpg
43886,tt0026056,Alice Adams,Alice Adams,"In the lower-middle-class Adams family, father and son are happy to work in a drugstore, but mother and daughter Alice try every possible social-climbing stratagem despite snubs and embarrassment. When Alice finally meets her dream man Arthur, mother nags father into a risky business venture and plans to impress Alice's beau with an ""upscale"" family dinner. Will the excruciating results drive Arthur away?",Twenty-two and wonderful ... as Booth Tarkington's loveliest heroine!,Released,99,8/23/1935,342000,770000,4.3517,6.7,53,"Romance, Drama",RKO Radio Pictures,United States of America,English,,FALSE,en,,/rjhJDaC7025umyBKvKHyOsocKDp.jpg,/9OGe2fiieciCq3vUqNAF2u5phPQ.jpg
43887,tt0026073,Annie Oakley,Annie Oakley,Awkward Annie loves her sharpshooting rival in Buffalo Bill's Wild West Show.,"Meet Col. Cody, Sitting Bull, and all the two-gun heroes of the plains, in the big show that astonished two continents ... a livid background for the flaming love of Annie Oakley!",Released,90,11/15/1935,354000,620000,1.4027,6.4,31,"Drama, Western",RKO Radio Pictures,United States of America,English,,FALSE,en,,/ktF8RMMBs8zzjTPqn7HpYF6ddAq.jpg,/y3n5LS9ghdTkm4a8nrwIE7bJlUd.jpg
43894,tt0026768,Naughty Marietta,Naughty Marietta,"In order to avoid a prearranged marriage, a rebellious French princess sheds her identity and escapes to colonial New Orleans, where she finds an unlikely true love.",Jeanette MacDonald and Nelson Eddy together for the first time!,Released,103,3/29/1935,782000,2057000,1.7552,5.1,19,"Music, Romance",Metro-Goldwyn-Mayer,United States of America,English,,FALSE,en,,/mTBQjQxJ4U6Y5fo4GqON0qTNt8k.jpg,/nC9cTQgEX2E3Il6IZ4czmmaDN19.jpg
43896,tt0026529,The Informer,The Informer,"Gypo Nolan is a former Irish Republican Army man who drowns his sorrows in the bottle. He's desperate to escape his bleak Dublin life and start over in America with his girlfriend. So when British authorities advertise a reward for information about his best friend, current IRA member Frankie, Gypo cooperates. Now Gypo can buy two tickets on a boat bound for the States, but can he escape the overwhelming guilt he feels for betraying his buddy?",,Released,91,05/09/1935,243000,950000,2.0729,6.7,107,"Crime, Drama",RKO Radio Pictures,United States of America,English,,FALSE,en,,/gFsyHdVg93uPMZc64kCaCR3Y7Vn.jpg,/a9KoSHzoT8PLWYoFDBgjDdp1Z78.jpg
43899,tt0026266,David Copperfield,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger","Charles Dickens' timeless tale of an ordinary young man who lives an extraordinary life, filled with people who help and hinder him.",1935's most beloved motion picture!,Released,130,1/18/1935,1073000,3064000,2.4018,6.6,69,"Drama, Romance, Adventure",Metro-Goldwyn-Mayer,United States of America,English,,FALSE,en,,/4MtgfnOvnUioz04Yp4Km4JGUOCQ.jpg,/dF4bK5tMVo1AeyPBOHGElECFsYu.jpg
43919,tt1270835,Hatchet II,Hatchet II,"Picking up right where the original ended, Marybeth escapes the clutches of the swamp-dwelling killer Victor Crowley. After learning the truth about her familyג€™s connection to the hatchet-wielding madman, Marybeth returns to the Louisiana swamps along with an army of hunters to recover the bodies of her family and exact the bloodiest revenge against the bayou butcher.",Victor Crowley Lives.,Released,85,10/01/2010,2500000,156190,2.6607,5.512,372,"Horror, Comedy, Thriller","ArieScope Pictures, Dark Sky Films",United States of America,English,,FALSE,en,Hatchet Collection,/k1lzmRZUGDejyV11JnD79yrEHiE.jpg,/sh9aRWXveSCeY2TDgNv3UzXAUb9.jpg
43923,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,Sometimes what's in your head isn't as crazy as you think.,Released,102,10/08/2010,8000000,6491240,5.2249,6.967,2359,"Comedy, Drama","Focus Features, Wayfare Entertainment, Misher Films, Journeyman Pictures, Gowanus Projections, Start Media",United States of America,English,http://focusfeatures.com/its_kind_of_a_funny_story,FALSE,en,,/hQE4q8Szeaae4davgB7o8MTLmwr.jpg,/l7gkk5K0NnVSqZ0Qr4zkNskH9AC.jpg
43930,tt1456941,"Tomorrow, When the War Began","Tomorrow, When the War Began","Ellie Linton, a teen from an Australian coastal town, leads her friends on an excursion to a camp deep in the woods, dubbed ""Hell."" Upon their return, the youths find that their town has been overrun by an enemy army, and their friends and family have been imprisoned. When the hostile invaders become alerted to their presence, Ellie and her friends band together to escape -- and strike back against -- this mysterious enemy.",Where were you when everything changed?,Released,103,08/08/2010,27000000,16533595,3.3228,6.17,510,"Action, Adventure, Drama","Omnilab Media, Ambience Entertainment",Australia,English,http://www.twtwb.com/,FALSE,en,,/5gCch2MnpAhWimy3B77D5s6Sgn1.jpg,/eG7AlD3yjVvciJ3Pwc1TpOo6KrK.jpg
43931,tt0872230,My Soul to Take,My Soul to Take,"On the day the Riverton Ripper vanished without a trace, seven children were born. Today, they're all turning 16... and turning up dead.",Only One Has The Power To Save Their Souls.,Released,108,10/08/2010,25000000,21500813,4.1992,5.478,523,"Horror, Mystery","Rogue, Relativity Media, Corvus Corax Productions, Mandate International",United States of America,English,,FALSE,en,,/3dOFUWCue0ovlGpUhuEDmOikTPk.jpg,/s2k1T7LbdRJ7EbtdeO9B8pmG47p.jpg
43933,tt1470827,Monsters,Monsters,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.","After six years, they're no longer aliens. They're residents.",Released,94,6/18/2010,500000,5639730,3.9613,6.224,1617,"Drama, Thriller, Science Fiction","Vertigo Films, Protagonist Pictures",United Kingdom,"Spanish, English",http://www.monstersfilm.com/,FALSE,en,Monsters Collection,/cARETxTELl8kQCIcpbRhEcMjkPD.jpg,/imiBIsvNU3TbMB3sbqKanKODS33.jpg
43935,tt1013860,Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",No pulse? No problem,Released,107,3/16/2011,20000000,4634062,2.4126,4.7,505,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller, Fantasy","Hyde Park Entertainment, platinum studios, Long Distance Films",United States of America,"English, Turkish",http://dylandogdeadofnight.com/,FALSE,en,,/nZdYn5IktnGVg7pRA2JHD1rdZDH.jpg,/mbxu6J4qZ69JWNKITrHiR60IXx8.jpg
43937,tt0981042,Like Dandelion Dust,Like Dandelion Dust,"A compelling drama that explores the different meanings of being a parent through the gritty, realistic lives of a struggling family, and a privileged family. Their lives intersect, intertwine and collide, all for the love of a little boy. This film bravely exposes the humanity in each character reminding us that we each have the potential to be the best and worst versions of ourselves at any time.",Sometimes the greatest love is letting go.,Released,100,02/05/2009,2500000,352810,1.2878,6.7,47,Drama,"lucky crow films, Downes Brothers Entertainment",United States of America,English,,FALSE,en,,/ys9LGuwyT4g32WXfWBuaksWKGwU.jpg,/opd2WXOqrYkvsBPWGssmJzCGIzN.jpg
43942,tt1152822,Freakonomics,Freakonomics,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.,Things you always thought you knew but didn't,Released,93,10/01/2010,3000000,103735,1.7508,6.142,120,Documentary,"Chad Troutwine Films, Green Film Company, Human Worldwide, Loki Films, Jigsaw Productions",United States of America,English,http://www.magpictures.com/freakonomics/,FALSE,en,,/cPXdZeUKmIylEG8ml0tQOPt9SJ9.jpg,/t32cFUq0aKVe64MVSZzZBfdlJvP.jpg
43947,tt1242432,I Spit on Your Grave,I Spit on Your Grave,"A beautiful woman from the city, Jennifer Hills, rents an isolated cabin in the country to write her latest novel. Soon, a group of local lowlifes subject her to a nightmare of degradation, rape, and violence.",The Revenge of Jennifer Hills.,Released,103,6/17/2010,2000000,572809,7.7712,6.516,2362,"Thriller, Crime, Horror","Anchor Bay Films, CineTel Films",United States of America,English,http://www.cinetelfilms.com/films/film-ispit.html,FALSE,en,I Spit on Your Grave Collection,/4VZ9eqel8Fsp54KMnesr3xIc67N.jpg,/9pzIGGQtkEGHdxbV1f3YEuApO8g.jpg
43949,tt0817177,Flipped,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",You never forget your first love.,Released,89,08/06/2010,14000000,4324817,16.506,8.022,3106,"Romance, Drama",Reiner / Greisman Productions,United States of America,English,http://www.warnerbros.com/flipped,FALSE,en,,/6zDYFigohwncqFL00MKbFV01dWb.jpg,/xBSwwkAYl9h8QVG2OxNpSaSgJwr.jpg
43957,tt0497938,Tyler Perry's Meet The Browns - The Play,Tyler Perry's Meet The Browns - The Play,"A funeral can be a time for laughter (and lessons) when the kooky Brown family gathers to bury Brown's 107-year-old father. It's a foot-stomping sound-stirring send-off and a great reminder--""Ain't nothin' like family, ain't nothin' like love!""",Good ol' Pop Brown lived to be 107 years old and he only left his family $400 to put him to rest.,Released,139,6/28/2005,500000,1000000,1.7986,5.1,8,Comedy,Tyler Perry Studios,United States of America,English,http://shop.tylerperry.com/product_info.php?products_id=20,FALSE,en,,/1juBtpL4saeKuUSchwX3DAdsJv0.jpg,/1I1QznsG8GaePNiVoLb3c4sgQ6V.jpg
43959,tt1596346,Soul Surfer,Soul Surfer,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.","When you come back from a loss, beat the odds, and never say never, you find a champion.",Released,112,04/08/2011,18000000,47088990,6.9848,7,1186,"Family, Drama","Enticing Entertainment, Island Film Group, Brookwell-McNamara Entertainment, Life's a Beach Entertainment, Mandalay Vision, TriStar Pictures, FilmDistrict",United States of America,English,http://www.soulsurferthemovie.com,FALSE,en,,/cvgRxrEupUFeJ0xzUExJo4dMXbL.jpg,/vAsFwNkxV0cHJWRJXkshg76rJRQ.jpg
44009,tt1431181,Another Year,Another Year,"During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.",,Released,129,11/05/2010,8000000,18124262,3.2167,6.996,398,"Drama, Comedy","UK Film Council, Film4 Productions, Thin Man Films, Focus Features","United Kingdom, United States of America",English,http://www.anotheryear-movie.com/,FALSE,en,,/zrkQcAatfBox5x9KZjaYGnKoqu6.jpg,/8VPwE9Owon0lOUi1FdTfakEPVZM.jpg
44010,tt1483010,Logan,Logan,A teen does everything he can to finish his younger brother's project when tragedy strikes.,A Beacon of Light in a World of Selfishness,Released,94,09/10/2010,135000,10474,0.7528,5.8,9,"Comedy, Drama, Family","Logan Films, Real Bean Entertainment",United States of America,English,http://www.LoganTheMovie.com,FALSE,en,,/9Jhk48r4SRaUprLjaAnWeqfdWka.jpg,/uK5Q69gshBK4GaT4EWPyvYydCgz.jpg
44040,tt1314655,Devil,Devil,"A group of people are trapped in an elevator high above Philadelphia, and one of them is the devil.",Bad things happen for a reason.,Released,80,9/16/2010,10000000,33583175,6.3485,6.086,2920,"Horror, Mystery, Thriller","Universal Pictures, MRC, The Night Chronicles, Relativity Media",United States of America,"Spanish, English, Ukrainian",,FALSE,en,,/aivXPSi53H95BoUa5njEYso389s.jpg,/yuGyks7DE9NrRfguRWYomN4KNcm.jpg
44042,tt0038927,Shadow of a Woman,Shadow of a Woman,Brooke's marital life with Eric takes a downturn when she starts suspecting that her husband is starving his son from a prior marriage to death in order to claim his inheritance.,,Released,78,9/14/1946,427000,732000,1.2396,4.2,10,Drama,Warner Bros. Pictures,United States of America,English,,FALSE,en,,/jZcoQqWCrggZJCIv2cFMM1Zaqt1.jpg,/A7YQwF1BsZLc1aooGHC5Mzzac0c.jpg
44048,tt0477080,Unstoppable,Unstoppable,"When a massive, unmanned locomotive roars out of control, the threat is more ominous than just a derailment. The train is laden with toxic chemicals, and an accident would decimate human life and cause an environmental disaster. The only hope of bringing the train to a safe stop is in the hands of veteran engineer Frank Barnes, and young conductor Will Colson, who must risk their lives to save those in the runaway's path. Inspired by true events.","1,000,000 tons. 100,000 lives. 100 minutes.",Released,98,11/04/2010,100000000,167805466,9.1259,6.588,3630,"Action, Thriller","20th Century Fox, Dune Entertainment, Prospect Park, Ingenious Media, Scott Free Productions, Big Screen Entertainment Group","United States of America, United Kingdom",English,,FALSE,en,,/zKvHwL0GqLOear8rTnUPSTRYY0r.jpg,/40XwloyPNkpukva01FrTLSNgPFt.jpg
44078,tt0757920,The Pastry Girl,Dokhtar-e shirini-foroosh,"The film is all about marriage. A boy and a girl from two families want to get married, but for twenty years because of the differences between their parents either their engagement, or their wedding has been put of. The disagreements get more serious and finally the boy and the girl decide to commit suicide.",,Released,105,02/08/2002,10000,10000,0.1248,2,2,"Drama, Romance",,Iran,Persian,,FALSE,fa,,/xocW8TZylGRFexlpLZsA5XZ5HVU.jpg,/sOkmFOVcDmH2P4GU9Mvyc4ZBC3D.jpg
44098,tt0039066,Undercurrent,Undercurrent,"After a rapid engagement, a dowdy daughter of a chemist weds an industrialist, knowing little of his family or past. He transforms her into an elegant society wife, but becomes enraged whenever she asks about Michael, his mysterious long-lost brother.",An Irresistible Force That Draws a Man and Woman Together!,Released,116,11/11/1946,1644000,4327000,2.8663,5.8,49,"Drama, Thriller",Metro-Goldwyn-Mayer,United States of America,English,,FALSE,en,,/7IyNoYoHcV5a52FhWj6QPxR8cBV.jpg,/xL4GbifwdtiQeXD5Aa6k4J6hjTD.jpg
